# Sequence file : ecoli_cds.fasta
# Uncap option is used.

# Sequence_name	Start_pos	End_pos	Stopped_or_skipped	Transit_path_length	Prob_log_score	HT_index
AAC76326.1	1	144	None	143	-551.6724	-3.857849
AAC76327.1	1	59	None	58	-225.367	-3.885637
AAC76328.1	1	167	None	166	-632.3998	-3.809638
AAC76329.1	1	117	None	116	-452.9004	-3.904314
AAC76330.1	1	177	None	176	-681.4106	-3.871651
AAC76331.1	1	130	None	129	-494.1021	-3.830249
AAC76332.1	1	101	None	100	-396.0144	-3.960144
AAC76333.1	1	179	None	178	-688.8056	-3.869694
AAC76334.1	1	104	None	103	-395.9143	-3.843828
AAC76335.1	1	123	None	122	-480.3954	-3.937667
AAC76336.1	1	84	None	83	-322.768	-3.888771
AAC76337.1	1	63	None	62	-232.7268	-3.753659
AAC76338.1	1	136	None	135	-518.5269	-3.84094
AAC76339.1	1	233	None	232	-890.4113	-3.83798
AAC76340.1	1	110	None	109	-424.8269	-3.897495
AAC76341.1	1	92	None	91	-367.5192	-4.038673
AAC76342.1	1	273	None	272	-1046.899	-3.848893
AAC76343.1	1	100	None	99	-372.9966	-3.767642
AAC76344.1	1	201	None	200	-760.6801	-3.803401
AAC76345.1	1	209	None	208	-805.1058	-3.870701
AAC76346.1	1	103	None	102	-393.8256	-3.861035
AAC76347.1	1	139	None	138	-548.9224	-3.977699
AAC76348.1	1	489	None	488	-1979.845	-4.057059
AAC76349.1	1	271	None	270	-1121.216	-4.152653
AAC76350.2	1	650	None	649	-2511.4	-3.869646
AAC76351.1	1	493	None	492	-1929.331	-3.921405
AAC76352.1	1	398	None	397	-1554.228	-3.914932
AAC76353.1	1	145	None	144	-556.3767	-3.863727
AAC76354.1	1	169	None	168	-658.3428	-3.918707
AAC76355.2	1	125	None	124	-486.2284	-3.921197
AAC76356.1	1	195	None	194	-764.1173	-3.938749
AAC76357.1	1	327	None	326	-1276.059	-3.914293
AAC76358.2	1	387	None	386	-1543.869	-3.999661
AAC76359.2	1	153	None	152	-611.9137	-4.025748
AAC76360.1	1	225	None	224	-890.4104	-3.975047
AAC76361.1	1	158	None	157	-598.6258	-3.812903
AAC76362.1	1	64	None	63	-247.895	-3.934841
AAC76363.1	1	897	None	896	-3486.701	-3.891408
AAC76364.1	1	394	None	393	-1494.318	-3.802337
AAC76365.1	1	704	None	703	-2670.788	-3.799129
AAC76366.1	1	179	None	178	-704.6603	-3.958766
AAC76367.1	1	124	None	123	-491.0215	-3.992045
AAC76368.1	1	95	None	94	-373.3731	-3.972054
AAC76369.1	1	119	None	118	-463.9402	-3.931697
AAC76370.1	1	128	None	127	-494.5236	-3.893886
AAC76371.2	1	240	None	239	-924.8386	-3.869618
AAC76372.1	1	270	None	269	-1013.595	-3.768012
AAC76373.1	1	72	None	71	-264.063	-3.719197
AAC76374.1	1	196	None	195	-729.5162	-3.741109
ABD18701.1	1	66	None	65	-251.5509	-3.870013
AAC76375.1	1	601	None	600	-2253.195	-3.755325
AAC76376.1	1	184	None	183	-712.8992	-3.895624
AAC76377.1	1	637	None	636	-2349.291	-3.693854
AAC76378.1	1	340	None	339	-1285.225	-3.791224
AAC76379.1	1	72	None	71	-270.0098	-3.802954
AAC76380.1	1	289	None	288	-1109.404	-3.852097
AAC76381.1	1	134	None	133	-505.349	-3.799616
AAC76382.1	1	210	None	209	-800.7236	-3.831213
AAC76383.2	1	700	None	699	-2671.738	-3.822229
AAC76384.1	1	406	None	405	-1514.92	-3.740543
AAC76385.1	1	187	None	186	-717.9854	-3.860137
AAC76386.1	1	200	None	199	-743.2375	-3.734862
AAC76387.1	1	55	None	54	-220.4411	-4.082242
AAC76388.1	1	190	None	189	-713.8866	-3.777178
AAC76389.1	1	393	None	392	-1488.976	-3.798409
AAC76390.1	1	847	None	846	-3152.088	-3.725873
AAC76391.1	1	108	None	107	-401.5502	-3.752805
AAC76392.2	1	268	None	267	-1020.453	-3.821922
AAC76393.1	1	457	None	456	-1717.599	-3.766664
AAC76394.1	1	55	None	54	-213.3577	-3.951069
AAC76395.2	1	445	None	444	-1684.147	-3.793123
AAC76396.2	1	340	None	339	-1267.283	-3.738299
AAT48177.1	1	276	None	275	-1050.364	-3.819504
AAC76399.1	1	261	None	260	-977.9714	-3.761429
AAC76400.2	1	243	None	242	-927.66	-3.833306
AAC76401.1	1	361	None	360	-1356.497	-3.768048
AAC76402.1	1	434	None	433	-1635.86	-3.777967
AAC76403.2	1	117	None	116	-431.6691	-3.721286
AAC76404.1	1	292	None	291	-1100.613	-3.782176
AAC76405.1	1	408	None	407	-1539.938	-3.783631
AAC76406.1	1	387	None	386	-1464.147	-3.793127
AAC76407.2	1	120	None	119	-455.7386	-3.829736
AAT48178.1	1	301	None	300	-1161.788	-3.872627
AAC76409.1	1	334	None	333	-1259.891	-3.783457
AAC76410.1	1	252	None	251	-942.3871	-3.75453
AAC76411.1	1	225	None	224	-850.1556	-3.795337
AAC76412.1	1	278	None	277	-1088.77	-3.930578
AAC76413.1	1	428	None	427	-1648.731	-3.861196
AAC76414.1	1	362	None	361	-1402.609	-3.885344
AAC76415.2	1	173	None	172	-658.0724	-3.826003
AAC76416.1	1	412	None	411	-1562.738	-3.802283
AAC76417.2	1	134	None	133	-526.964	-3.962135
AAC76418.1	1	146	None	145	-571.417	-3.940807
AAC76419.1	1	179	None	178	-696.0792	-3.910557
AAC76420.2	1	259	None	258	-995.5187	-3.8586
AAC76421.2	1	850	None	849	-3221.47	-3.794429
AAC76422.1	1	186	None	185	-714.4836	-3.862073
AAC76423.1	1	711	None	710	-2717.13	-3.826943
AAC76424.2	1	222	None	221	-828.6019	-3.74933
AAC76425.1	1	133	None	132	-501.1257	-3.796407
AAC76426.2	1	292	None	291	-1070.491	-3.678664
AAC76427.1	1	574	None	573	-2225.642	-3.884191
AAC76428.1	1	540	None	539	-2014.569	-3.737604
AAC76429.1	1	450	None	449	-1698.182	-3.782142
AAC76430.1	1	239	None	238	-900.3464	-3.782968
AAC76431.2	1	158	None	157	-591.462	-3.767274
AAC76432.2	1	773	None	772	-2849.451	-3.690999
AAC76433.1	1	75	None	74	-289.646	-3.914135
AAC76434.1	1	773	None	772	-2874.887	-3.723947
AAC76435.1	1	78	None	77	-294.7452	-3.82786
AAC76436.1	1	292	None	291	-1143.247	-3.928683
AAC76437.1	1	256	None	255	-983.0462	-3.855083
AAC76438.2	1	227	None	226	-910.1876	-4.027379
AAC76439.1	1	191	None	190	-712.2164	-3.748507
AAT48179.1	1	438	None	437	-1625.211	-3.719019
AAC76441.1	1	694	None	693	-2625.859	-3.789118
AAT48180.1	1	797	None	796	-2960.043	-3.718647
AAC76443.1	1	901	None	900	-3371.433	-3.746037
AAT48181.1	1	338	None	337	-1277.592	-3.791075
AAC76446.1	1	408	None	407	-1529.001	-3.756759
AAC76447.1	1	532	None	531	-2003.096	-3.772309
AAT48182.1	1	276	None	275	-1026.32	-3.732071
AAC76450.1	1	108	None	107	-398.7329	-3.726476
AAC76451.1	1	501	None	500	-1896.501	-3.793001
AAC76453.1	1	815	None	814	-3083.178	-3.787688
AAC76454.1	1	477	None	476	-1841.364	-3.868412
AAC76455.1	1	431	None	430	-1662.479	-3.86623
AAC76456.1	1	657	None	656	-2534.74	-3.863933
AAC76457.1	1	728	None	727	-2777.415	-3.820378
AAC76458.1	1	367	None	366	-1415.172	-3.86659
AAC76459.1	1	197	None	196	-755.8241	-3.856245
AAT48183.1	1	446	None	445	-1658.719	-3.727458
AAC76462.2	1	175	None	174	-657.3795	-3.778043
AAT48184.1	1	331	None	330	-1246.125	-3.776136
AAC76464.1	1	231	None	230	-854.8193	-3.716606
AAC76465.1	1	345	None	344	-1306.723	-3.798614
AAC76466.1	1	162	None	161	-645.21	-4.007516
AAC76467.1	1	392	None	391	-1654.658	-4.231861
AAC76469.1	1	91	None	90	-362.4927	-4.027697
AAC76470.1	1	167	None	166	-667.7904	-4.022834
AAC76471.1	1	94	None	93	-369.3925	-3.971962
AAC76472.1	1	580	None	579	-2179.409	-3.764091
AAC76473.1	1	146	None	145	-569.6341	-3.928511
AAC76474.1	1	247	None	246	-927.5224	-3.770416
AAC76475.2	1	356	None	355	-1306.707	-3.680866
AAC76476.1	1	281	None	280	-1041.963	-3.721296
AAC76477.1	1	295	None	294	-1101.068	-3.745129
AAC76478.1	1	438	None	437	-1642.041	-3.757531
AAC76479.2	1	237	None	236	-874.9697	-3.707499
AAC76480.1	1	255	None	254	-939.3431	-3.698201
AAC76481.1	1	425	None	424	-1572.428	-3.708556
AAC76482.1	1	308	None	307	-1133.202	-3.691212
AAC76483.1	1	369	None	368	-1375.993	-3.739111
AAC76484.1	1	127	None	126	-483.7077	-3.83895
AAT48185.1	1	367	None	366	-1350.071	-3.688719
AAC76486.1	1	284	None	283	-1055.514	-3.729731
AAC76487.1	1	352	None	351	-1313.227	-3.741386
AAC76488.1	1	222	None	221	-841.6296	-3.808279
AAC76489.1	1	497	None	496	-1814.163	-3.657586
AAC76490.1	1	198	None	197	-748.6409	-3.800208
AAC76491.1	1	89	None	88	-328.9877	-3.738497
AAC76492.1	1	119	None	118	-453.6469	-3.844465
AAC76493.1	1	208	None	207	-784.6434	-3.790548
AAC76494.1	1	732	None	731	-2692.768	-3.683677
AAC76495.1	1	81	None	80	-300.8707	-3.760884
AAC76496.1	1	221	None	220	-840.4384	-3.820175
AAC76497.2	1	185	None	184	-688.2536	-3.740509
AAC76498.2	1	405	None	404	-1534.496	-3.798259
AAC76499.2	1	349	None	348	-1331.696	-3.826714
AAC76500.1	1	195	None	194	-748.7302	-3.859434
AAC76501.1	1	524	None	523	-1961.912	-3.751266
AAC76502.1	1	314	None	313	-1154.002	-3.686907
AAC76503.1	1	277	None	276	-1012.329	-3.66786
AAC76504.1	1	254	None	253	-938.9704	-3.711345
AAC76505.1	1	268	None	267	-1006.989	-3.771493
AAC76506.1	1	133	None	132	-504.0538	-3.81859
AAT48186.1	1	1411	None	1410	-5542.267	-3.930686
AAC76508.2	1	127	None	126	-528.0358	-4.190761
AAC76509.1	1	378	None	377	-1531.485	-4.062294
AAC76510.4	1	374	None	373	-1389.687	-3.725702
AAT48187.1	1	911	None	910	-3415.531	-3.753331
AAC76512.1	1	355	None	354	-1312.709	-3.708218
AAC76513.1	1	540	None	539	-2256.893	-4.187186
AAC76516.4	1	350	None	349	-1415.651	-4.056305
AAC76517.1	1	400	None	399	-1537.256	-3.852771
AAC76518.1	1	499	None	498	-1884.478	-3.784093
AAC76519.1	1	111	None	110	-437.6966	-3.97906
AAC76520.1	1	144	None	143	-553.9623	-3.873862
AAC76521.1	1	489	None	488	-1862.257	-3.816101
AAC76522.1	1	250	None	249	-924.4913	-3.712817
AAC76523.1	1	680	None	679	-2512.106	-3.699714
AAC76524.1	1	280	None	279	-1037.357	-3.718125
AAC76525.1	1	450	None	449	-1664.266	-3.706606
ABP93453.2	1	27	None	26	-97.55869	-3.752257
AAC76526.1	1	117	None	116	-462.3434	-3.985719
AAC76527.2	1	429	None	428	-1591.97	-3.719556
AAC76528.1	1	141	None	140	-521.8743	-3.727673
AAC76530.1	1	338	None	337	-1329.719	-3.945753
AAC76531.2	1	188	None	187	-723.931	-3.871289
AAC76532.1	1	176	None	175	-689.095	-3.937686
AAC76533.1	1	215	None	214	-828.7264	-3.872553
AAC76534.2	1	108	None	107	-418.3716	-3.910015
AAC76535.1	1	110	None	109	-417.1854	-3.827389
AAC76536.1	1	190	None	189	-721.8148	-3.819126
AAC76537.1	1	175	None	174	-694.7227	-3.992659
AAC76538.1	1	385	None	384	-1459.909	-3.801846
AAC76539.1	1	1037	None	1036	-3939.145	-3.802263
AAC76540.1	1	242	None	241	-967.3575	-4.013931
AAC76541.1	1	274	None	273	-1144.116	-4.1909
AAC76542.1	1	466	None	465	-1751.532	-3.766736
AAC76543.1	1	465	None	464	-1781.899	-3.8403
AAC76544.1	1	549	None	548	-2079.27	-3.794289
AAC76545.1	1	200	None	199	-774.7746	-3.893339
AAC76546.2	1	299	None	298	-1141.862	-3.831753
AAC76547.1	1	337	None	336	-1266.481	-3.769289
AAC76548.1	1	440	None	439	-1660.181	-3.781734
AAC76549.2	1	686	None	685	-2606.569	-3.80521
AAC76550.2	1	255	None	254	-978.1792	-3.851099
AAC76551.2	1	309	None	308	-1154.371	-3.747957
AAC76552.1	1	498	None	497	-1877.258	-3.777179
AAC76553.1	1	428	None	427	-1610.566	-3.771817
AAC76554.4	1	662	None	661	-2495.902	-3.775948
AAT48188.4	1	1157	None	1156	-4351.121	-3.763946
AAC76556.1	1	368	None	367	-1388.444	-3.783225
AAC76557.1	1	779	None	778	-2930.628	-3.766874
AAC76558.2	1	872	None	871	-3303.697	-3.792993
AAC76560.1	1	62	None	61	-231.1462	-3.789282
AAC76561.1	1	523	None	522	-2050.365	-3.927903
AAC76562.2	1	63	None	62	-236.8307	-3.81985
AAC76563.1	1	559	None	558	-2165.341	-3.880539
AAT48189.1	1	35	None	34	-132.6752	-3.902211
AAC76564.1	1	423	None	422	-1631.816	-3.866862
AAC76565.1	1	334	None	333	-1238.271	-3.718531
AAC76566.1	1	327	None	326	-1215.224	-3.72768
AAC76567.1	1	300	None	299	-1100.077	-3.679188
AAC76568.1	1	339	None	338	-1277.651	-3.780033
AAC76569.1	1	535	None	534	-2015.518	-3.774379
AAC76570.2	1	563	None	562	-2150.259	-3.826084
AAC76571.1	1	402	None	401	-1499.112	-3.738435
AAC76572.2	1	232	None	231	-897.6362	-3.885871
AAC76573.1	1	187	None	186	-733.2173	-3.942029
AAC76574.1	1	146	None	145	-559.1043	-3.855892
AAC76575.3	1	777	None	776	-2953.035	-3.805458
AAT48190.1	1	219	None	218	-814.7647	-3.737453
AAC76577.2	1	324	None	323	-1245.277	-3.855346
AAC76578.2	1	236	None	235	-896.1205	-3.813279
AAC76579.1	1	96	None	95	-378.0976	-3.979975
AAC76580.1	1	70	None	69	-268.3991	-3.889841
AAT48191.1	1	50	None	49	-197.9556	-4.03991
AAC76581.1	1	173	None	172	-711.5103	-4.136688
AAC76582.1	1	283	None	282	-1183.955	-4.198421
AAC76583.1	1	689	None	688	-2514.411	-3.654667
AAC76584.1	1	303	None	302	-1138.381	-3.769473
ABD18703.1	1	99	None	98	-382.6452	-3.904543
AAC76585.1	1	331	None	330	-1303.453	-3.949857
AAC76586.2	1	145	None	144	-569.8892	-3.957564
AAC76587.2	1	113	None	112	-447.359	-3.994277
AAC76588.1	1	484	None	483	-1894.509	-3.922378
AAC76589.1	1	440	None	439	-1662.779	-3.787651
AAC76590.1	1	330	None	329	-1269.272	-3.85797
AAC76591.1	1	513	None	512	-1974.341	-3.856135
AAC76592.1	1	393	None	392	-1517.75	-3.871812
AAC76593.1	1	392	None	391	-1512.909	-3.869332
AAT48192.1	1	274	None	273	-1113.691	-4.079455
AAC76595.1	1	676	None	675	-2588.219	-3.834398
AAT48193.1	1	417	None	416	-1574.45	-3.784735
AAC76597.1	1	157	None	156	-631.8858	-4.05055
AAC76598.1	1	282	None	281	-1078.562	-3.838298
AAC76599.1	1	332	None	331	-1250.29	-3.777313
AAC76600.1	1	155	None	154	-593.4399	-3.853506
AAC76601.1	1	157	None	156	-619.7991	-3.973071
AAT48194.1	1	425	None	424	-1610.288	-3.797849
AAC76603.1	1	328	None	327	-1223.205	-3.740687
AAC76604.1	1	498	None	497	-1898.493	-3.819906
AAC76605.1	1	220	None	219	-816.0083	-3.726065
AAC76606.2	1	286	None	285	-1068.57	-3.749367
AAC76607.1	1	231	None	230	-873.6186	-3.798342
AAC76608.1	1	246	None	245	-948.8518	-3.872865
AAC76609.1	1	324	None	323	-1249.969	-3.869873
AAC76610.1	1	378	None	377	-1447.726	-3.840122
AAC76611.1	1	107	None	106	-416.4225	-3.928514
AAC76612.2	1	512	None	511	-1921.23	-3.759746
AAT48195.1	1	383	None	382	-1434.851	-3.756155
AAC76614.1	1	614	None	613	-2278.371	-3.716755
AAC76615.1	1	463	None	462	-1756.33	-3.801581
AAC76616.1	1	202	None	201	-757.1209	-3.766771
AAC76617.1	1	1377	None	1376	-5399.144	-3.923797
AAC76618.1	1	280	None	279	-1162.199	-4.165588
AAC76620.1	1	153	None	152	-645.0758	-4.24392
AAC76621.1	1	378	None	377	-1449.846	-3.845746
AAC76622.1	1	120	None	119	-465.2755	-3.909878
AAC76623.1	1	637	None	636	-2363.946	-3.716897
AAC76624.1	1	382	None	381	-1415.155	-3.714318
AAC76625.1	1	195	None	194	-753.9487	-3.886334
ABD18704.1	1	69	None	68	-273.152	-4.016941
AAC76626.1	1	120	None	119	-445.6302	-3.744791
AAC76627.1	1	551	None	550	-2086.019	-3.792762
AAC76628.1	1	258	None	257	-975.9273	-3.797383
AAC76629.1	1	396	None	395	-1485.713	-3.761298
AAC76630.1	1	157	None	156	-603.1651	-3.866443
AAC76631.1	1	273	None	272	-1026.812	-3.775045
AAC76632.1	1	339	None	338	-1285.48	-3.803196
AAC76633.1	1	155	None	154	-594.456	-3.860104
AAC76634.1	1	83	None	82	-316.6745	-3.861884
AAC76635.1	1	143	None	142	-549.2182	-3.867734
AAC76636.1	1	514	None	513	-1920.233	-3.743144
AAC76637.2	1	419	None	418	-1557.541	-3.726174
AAC76638.2	1	319	None	318	-1212.923	-3.814223
AAC76639.1	1	344	None	343	-1334.025	-3.889286
AAC76640.1	1	341	None	340	-1282.235	-3.77128
AAC76641.1	1	398	None	397	-1472.214	-3.708347
AAC76642.2	1	285	None	284	-1173.996	-4.13379
AAC76643.1	1	310	None	309	-1165.734	-3.772602
AAC76644.1	1	348	None	347	-1336.785	-3.852405
AAC76645.1	1	319	None	318	-1249.623	-3.929632
AAC76646.1	1	419	None	418	-1781.525	-4.26202
AAC76647.1	1	357	None	356	-1490.577	-4.187015
AAC76648.1	1	283	None	282	-1162.277	-4.121549
AAC76649.1	1	232	None	231	-926.7711	-4.011996
AAC76650.1	1	338	None	337	-1391.059	-4.127773
AAC76651.1	1	339	None	338	-1360.713	-4.025779
AAC76652.2	1	359	None	358	-1439.209	-4.020137
AAC76653.1	1	311	None	310	-1277.632	-4.121394
AAC76654.1	1	265	None	264	-1058.253	-4.008536
AAC76655.1	1	374	None	373	-1479.013	-3.965183
AAC76656.1	1	344	None	343	-1373.76	-4.00513
AAC76657.1	1	425	None	424	-1620.717	-3.822447
AAC76658.1	1	159	None	158	-589.0616	-3.728238
AAC76659.1	1	269	None	268	-1026.731	-3.831087
AAC76660.1	1	55	None	54	-205.8951	-3.812872
AAC76661.1	1	78	None	77	-302.4083	-3.92738
AAC76662.2	1	222	None	221	-869.079	-3.932484
AAC76663.2	1	406	None	405	-1560.736	-3.853669
AAC76664.1	1	151	None	150	-569.3683	-3.795789
AAC76665.2	1	198	None	197	-739.0638	-3.751593
AAC76666.1	1	213	None	212	-780.9586	-3.683767
AAC76668.1	1	287	None	286	-1063.162	-3.717351
AAC76669.2	1	274	None	273	-1090.899	-3.995966
AAC76670.2	1	205	None	204	-781.8528	-3.832612
AAC76671.2	1	560	None	559	-2187.105	-3.912531
AAC76672.1	1	207	None	206	-794.8924	-3.858701
AAC76673.1	1	91	None	90	-330.0093	-3.66677
AAC76674.1	1	702	None	701	-2666.568	-3.803949
AAC76675.1	1	229	None	228	-869.7957	-3.814893
AAC76676.1	1	693	None	692	-2582.559	-3.732022
AAC76677.1	1	401	None	400	-1497.946	-3.744864
AAC76678.1	1	463	None	462	-1722.622	-3.72862
AAC76679.1	1	569	None	568	-2171.08	-3.822324
AAC76680.1	1	772	None	771	-2981.691	-3.867304
AAC76681.2	1	460	None	459	-1773.839	-3.864573
AAC76682.1	1	394	None	393	-1563.441	-3.978221
AAC76683.1	1	307	None	306	-1189.419	-3.88699
AAC76684.1	1	272	None	271	-1048.079	-3.86745
ABD18705.1	1	97	None	96	-383.6857	-3.996726
AAC76685.2	1	396	None	395	-1488.599	-3.768604
AAC76686.2	1	150	None	149	-573.4368	-3.848569
AAC76687.2	1	444	None	443	-1705.699	-3.850336
AAC76688.1	1	588	None	587	-2223.925	-3.788629
AAC76689.1	1	463	None	462	-1731.705	-3.748279
AAC76690.2	1	439	None	438	-1660.64	-3.791415
AAC76691.2	1	500	None	499	-1864.51	-3.736493
AAC76692.1	1	196	None	195	-724.1004	-3.713335
AAC76693.1	1	96	None	95	-364.4848	-3.836682
AAC76694.1	1	562	None	561	-2098.216	-3.740136
AAC76695.1	1	32	None	31	-124.5531	-4.017841
ABP93456.1	1	29	None	28	-101.7974	-3.635623
AAC76696.2	1	394	None	393	-1473.947	-3.7505
AAC76697.1	1	165	None	164	-650.1333	-3.964227
AAC76698.1	1	120	None	119	-469.3779	-3.944352
AAC76699.1	1	115	None	114	-436.653	-3.830289
AAC76700.1	1	149	None	148	-567.458	-3.834175
AAC76701.1	1	497	None	496	-1912.827	-3.856506
AAC76702.1	1	571	None	570	-2142.227	-3.758293
AAC76703.2	1	297	None	296	-1167.013	-3.942612
AAC76707.1	1	238	None	237	-909.1101	-3.835908
AAC76708.2	1	553	None	552	-2080.047	-3.768201
AAC76709.2	1	142	None	141	-530.8612	-3.764973
AAC76710.1	1	137	None	136	-513.0997	-3.772792
AAC76711.2	1	110	None	109	-426.9681	-3.917138
AAC76712.3	1	415	None	414	-1599.773	-3.864187
AAC76713.2	1	354	None	353	-1361.49	-3.856913
AAC76714.2	1	430	None	429	-1594.465	-3.716701
AAT48197.1	1	382	None	381	-1414.165	-3.711718
AAT48198.1	1	205	None	204	-774.1617	-3.79491
AAC76716.1	1	292	None	291	-1132.875	-3.893043
AAT48199.1	1	229	None	228	-869.0243	-3.81151
AAT48200.1	1	218	None	217	-874.639	-4.030594
AAC76720.1	1	270	None	269	-1000.175	-3.718124
AAC76721.2	1	132	None	131	-491.8934	-3.754911
AAT48201.1	1	804	None	803	-2970.392	-3.699118
AAC76723.1	1	357	None	356	-1374.77	-3.861712
AAC76724.1	1	366	None	365	-1359.65	-3.725069
AAC76725.1	1	467	None	466	-1789.039	-3.839139
AAC76726.1	1	46	None	45	-177.9217	-3.953815
AAC76727.1	1	119	None	118	-476.7797	-4.040506
ABD18707.1	1	85	None	84	-356.7663	-4.247218
AAC76728.1	1	548	None	547	-2062.399	-3.770381
AAC76729.1	1	454	None	453	-1685.19	-3.720065
AAC76730.1	1	24	None	23	-95.47663	-4.151158
AAC76731.2	1	471	None	470	-1754.624	-3.733243
AAC76732.1	1	415	None	414	-1596.718	-3.856806
AAC76733.1	1	391	None	390	-1498.814	-3.843112
AAC76734.1	1	319	None	318	-1214.039	-3.817732
AAC76735.2	1	249	None	248	-980.8686	-3.955115
AAC76736.1	1	188	None	187	-693.3992	-3.708017
AAC76737.1	1	445	None	444	-1666.659	-3.753737
AAC76738.1	1	221	None	220	-851.7733	-3.871697
AAC76739.1	1	155	None	154	-635.4665	-4.126406
AAC76740.1	1	195	None	194	-783.1499	-4.036855
AAT48202.1	1	240	None	239	-911.0146	-3.811777
AAC76742.3	1	389	None	388	-1485.37	-3.828274
AAC76743.1	1	538	None	537	-2063.551	-3.842738
AAC76744.1	1	470	None	469	-1813.388	-3.866499
AAC76745.1	1	625	None	624	-2405.267	-3.854595
AAC76746.1	1	278	None	277	-1078.56	-3.893717
AAC76747.1	1	241	None	240	-887.1675	-3.696531
AAC76748.1	1	257	None	256	-959.0146	-3.746151
AAC76749.1	1	296	None	295	-1080.824	-3.663811
AAC76750.1	1	319	None	318	-1189.145	-3.73945
AAC76751.1	1	346	None	345	-1295.105	-3.753927
AAC76752.1	1	609	None	608	-2264.057	-3.723777
AAC76753.1	1	456	None	455	-1683.8	-3.700659
AAC76754.1	1	139	None	138	-518.1587	-3.754773
AAC76755.1	1	460	None	459	-1756.385	-3.826546
AAC76756.1	1	287	None	286	-1090.072	-3.811441
AAC76757.1	1	513	None	512	-1943.03	-3.79498
AAC76758.1	1	177	None	176	-684.263	-3.887858
AAC76759.1	1	156	None	155	-595.5589	-3.842315
AAC76760.1	1	79	None	78	-289.8008	-3.715394
AAC76761.1	1	271	None	270	-1041.004	-3.85557
AAC76762.2	1	126	None	125	-502.2691	-4.018153
AAC76763.1	1	207	None	206	-794.0343	-3.854535
AAC76764.1	1	629	None	628	-2396.979	-3.816845
AAC76765.1	1	147	None	146	-553.2463	-3.789358
AAC76766.1	1	152	None	151	-584.3102	-3.869604
AAC76767.1	1	330	None	329	-1250.346	-3.800444
AAT48203.1	1	483	None	482	-1846.053	-3.829986
AAC76769.2	1	498	None	497	-1870.047	-3.76267
AAT48204.1	1	622	None	621	-2383.118	-3.83755
AAC76771.2	1	139	None	138	-531.7673	-3.853386
AAC76772.1	1	501	None	500	-1865.854	-3.731707
AAC76773.1	1	321	None	320	-1197.888	-3.7434
AAC76774.1	1	296	None	295	-1093.849	-3.707963
AAC76775.1	1	309	None	308	-1171.558	-3.803761
AAC76776.1	1	330	None	329	-1255.553	-3.816269
AAC76777.1	1	475	None	474	-1885.646	-3.978156
AAT48205.1	1	230	None	229	-893.199	-3.900432
AAT48206.1	1	279	None	278	-1095.552	-3.940834
AAC77485.1	1	112	None	111	-436.5471	-3.932857
AAC77486.2	1	506	None	505	-2000.18	-3.960753
AAC77487.1	1	32	None	31	-129.6796	-4.183214
ACO60011.1	1	16	None	15	-69.61222	-4.640815
AAC77489.1	1	87	None	86	-341.1701	-3.967095
AAT48207.1	1	309	None	308	-1158.102	-3.760071
AAT48208.1	1	616	None	615	-2303.885	-3.746154
AAC77492.1	1	514	None	513	-1905.269	-3.713974
AAC77493.1	1	297	None	296	-1099.877	-3.715802
AAC76779.1	1	491	None	490	-1808.69	-3.691204
AAC76780.1	1	93	None	92	-353.3062	-3.840285
AAT48209.1	1	673	None	672	-2521.11	-3.751652
AAT48210.1	1	494	None	493	-1845.521	-3.743451
AAC76785.1	1	421	None	420	-1590.727	-3.787445
AAC76786.2	1	109	None	108	-402.6714	-3.728439
AAC76788.1	1	419	None	418	-1575.968	-3.770257
AAC76789.1	1	367	None	366	-1427.058	-3.899065
AAC76790.2	1	348	None	347	-1329.992	-3.832831
AAT48211.1	1	376	None	375	-1430.216	-3.81391
AAT48212.1	1	420	None	419	-1582.329	-3.776442
AAT48213.1	1	355	None	354	-1327.272	-3.749356
AAC76794.1	1	293	None	292	-1083.724	-3.711385
AAT48214.2	1	224	None	223	-870.0236	-3.901451
AAC76796.1	1	376	None	375	-1394.508	-3.718688
AAC76797.1	1	416	None	415	-1557.266	-3.752448
AAT48215.1	1	359	None	358	-1377.082	-3.846596
AAC76800.1	1	450	None	449	-1700.771	-3.787908
AAC76801.1	1	246	None	245	-910.9909	-3.71833
AAT48216.1	1	461	None	460	-1737.155	-3.776425
AAT48217.1	1	411	None	410	-1585.69	-3.867535
AAC76804.1	1	551	None	550	-2107.108	-3.831105
AAC76805.1	1	398	None	397	-1477.272	-3.721088
AAC76806.1	1	393	None	392	-1469.318	-3.748261
AAC76807.1	1	246	None	245	-960.2369	-3.919334
AAT48218.1	1	313	None	312	-1189.78	-3.813398
AAC76809.1	1	848	None	847	-3246.644	-3.83311
AAC76810.1	1	106	None	105	-376.9733	-3.590222
ABD18710.1	1	67	None	66	-257.9938	-3.908997
AAC76812.2	1	274	None	273	-1043.449	-3.822158
AAC76813.1	1	235	None	234	-887.0592	-3.790851
AAC76814.1	1	298	None	297	-1127.868	-3.797534
AAC76815.1	1	238	None	237	-906.6086	-3.825353
AAC76816.1	1	720	None	719	-2685.175	-3.734596
AAT48219.1	1	254	None	253	-966.603	-3.820565
AAC76819.1	1	316	None	315	-1185.167	-3.762433
AAC76820.1	1	126	None	125	-506.55	-4.0524
AAC76821.2	1	126	None	125	-516.3996	-4.131197
AAT48220.1	1	296	None	295	-1110.456	-3.764259
AAC76823.2	1	155	None	154	-591.7343	-3.84243
